"id","inclinacion_peligrosa"
1,0.495110229415484
2,0.484694837882244
4,0.0918228301594907
6,0.298362977986483
9,0.350984155121072
13,0.256589895618919
14,0.651747988466754
17,0.630788047108858
23,0.0672131389490043
28,0.652148152379278
30,0.0721353211502799
31,0.219434180902198
34,0.294408106740264
35,0.120610027831571
44,0.33192532358965
48,0.188276711400451
49,0.219434180902198
51,0.651747988466754
52,0.249920638681365
53,0.164596398297665
61,0.652148152379278
62,0.417394412246258
66,0.480716361194129
73,0.0950413561299387
83,0.314752960046746
86,0.0897165668968939
92,0.104340146558486
102,0.519340527249929
110,0.419592704604089
111,0.454825466962632
115,0.432074212417147
119,0.0427167440104617
120,0.405224041095248
122,0.330751236924878
123,0.509106167866615
127,0.422789835110199
128,0.0410086640161518
131,0.0147849252163931
141,0.227772491446909
142,0.206865513891374
144,0.0729161146641462
152,0.183393342892895
156,0.26870083517288
157,0.0672131389490043
158,0.0729161146641462
160,0.282037795905231
163,0.0482599138654615
164,0.0647051511249278
167,0.351427020953166
169,0.155769962665733
171,0.26870083517288
175,0.505099880147229
176,0.208081500285932
178,0.287656473435853
183,0.183393342892895
184,0.34538760997239
197,0.255254093831641
201,0.0427167440104617
202,0.0363223590627837
203,0.113706037044552
209,0.682564548962799
210,0.641663730490468
214,0.405386756623555
221,0.607876907927761
225,0.451417649891789
227,0.156014919418645
236,0.174165032739277
238,0.643225796283499
241,0.45553750560118
244,0.310649569442841
249,0.354751370244271
251,0.597615343391731
254,0.0315431052270914
256,0.0514694851933658
264,0.191940626127486
267,0.630788047108858
270,0.641663730490468
273,0.458513521662983
275,0.407935225291777
276,0.657288152437139
279,0.67311030357936
280,0.416133440695196
285,0.709419643822186
286,0.708190337420883
287,0.717290847742588
289,0.643225796283499
290,0.664883852601715
300,0.386729295059993
301,0.221215405009766
302,0.458513521662983
303,0.412933051715179
304,0.364296543580653
307,0.302774901764158
312,0.302774901764158
315,0.33192532358965
319,0.630788047108858
323,0.499970873352952
328,0.156014919418645
336,0.378764695957998
343,0.641663730490468
345,0.652148152379278
346,0.345860659615829
350,0.657288152437139
356,0.639924079804597
363,0.035677297621
365,0.651747988466754
368,0.299100863881801
370,0.641663730490468
371,0.722004661845614
373,0.178585537360625
374,0.225457665186533
375,0.451744762870884
376,0.643225796283499
377,0.488855722140098
379,0.685842027681395
380,0.682039857532546
381,0.641663730490468
385,0.709419643822186
388,0.718006493903324
399,0.643225796283499
404,0.643225796283499
409,0.407717700152732
411,0.488855722140098
417,0.430892066417376
420,0.138434560929962
421,0.657288152437139
436,0.266771459226036
441,0.630788047108858
442,0.506634347123313
450,0.670337631604512
455,0.662574574371421
456,0.691559547384318
461,0.643225796283499
462,0.502991296153243
464,0.187102097277608
467,0.65535991383644
475,0.718006493903324
478,0.227772491446909
484,0.55070162012219
485,0.0262587687651829
493,0.630788047108858
499,0.496395673943782
504,0.670337631604512
505,0.709419643822186
509,0.0713758027756835
510,0.652148152379278
517,0.16437511972407
521,0.641663730490468
522,0.682564548962799
528,0.0729571925279795
534,0.647491728583602
538,0.0221480916173643
539,0.670337631604512
542,0.531416781166935
545,0.294283369715655
547,0.186271699308261
548,0.0371324130355089
550,0.308522146266821
563,0.708942447296744
569,0.65535991383644
573,0.664883852601715
574,0.651653648520085
576,0.649024552590872
577,0.511082636248868
579,0.0463443123354062
580,0.648292562209394
582,0.680391068438027
585,0.643225796283499
586,0.64230743889709
590,0.348689477161953
594,0.709419643822186
604,0.649024552590872
606,0.0266608578132721
607,0.641663730490468
612,0.455074082585474
614,0.685842027681395
615,0.717290847742588
617,0.511082636248868
619,0.664883852601715
629,0.559384194437914
632,0.0244800334212756
635,0.0379497619071462
637,0.212213031925808
639,0.0223809685015313
640,0.0379497619071462
642,0.0480862113474792
644,0.254500757788954
645,0.344553613367304
648,0.0797363006885179
649,0.0603242014402901
653,0.641663730490468
659,0.300276871411068
661,0.22272018871972
668,0.0799196745532123
670,0.0894715675040937
676,0.378774996982104
683,0.211972624223046
687,0.254402725483406
690,0.0829359182656776
692,0.645352059771651
694,0.68569174636782
699,0.458259767849614
701,0.64230743889709
702,0.687524071159627
704,0.0899021507124356
705,0.240826597389137
707,0.106843132707476
710,0.348689477161953
714,0.0899021507124356
717,0.0197153957539483
718,0.129833175897806
720,0.0482599138654615
721,0.208401092490639
722,0.205967842020815
726,0.128822186886817
734,0.0363223590627837
736,0.196056745433785
737,0.287044162478554
738,0.157927860672738
739,0.243483168024642
740,0.499970873352952
747,0.0598176751291365
749,0.36865014088855
756,0.493920747553073
757,0.357149776224714
762,0.538268307850948
768,0.265142337909265
773,0.396984102894595
774,0.139638658862748
775,0.120770614175824
776,0.240826597389137
783,0.38188870425868
788,0.396984102894595
789,0.57016092251376
798,0.102491626819861
799,0.330127748026949
802,0.153266399316058
804,0.157927860672738
812,0.157927860672738
816,0.157927860672738
817,0.157732765081105
821,0.157927860672738
825,0.157927860672738
829,0.157927860672738
830,0.246843612674823
832,0.246843612674823
834,0.170894402024112
835,0.243483168024642
836,0.288007415057159
840,0.170894402024112
841,0.549409072555826
843,0.157927860672738
847,0.157927860672738
849,0.157927860672738
850,0.158871209415486
852,0.153266399316058
857,0.113119636482429
863,0.20724342109977
872,0.549409072555826
878,0.141586647460242
881,0.0569490148488027
882,0.287656473435853
890,0.417394412246258
899,0.396145504309835
901,0.442575646818944
902,0.425527883351262
905,0.473438041087969
907,0.45420751202251
910,0.0315431052270914
918,0.0270481481502809
927,0.636440964620382
929,0.630788047108858
930,0.670337631604512
940,0.321907564603563
944,0.38379207748329
953,0.0897165668968939
959,0.123793586617091
964,0.4845329449385
974,0.194643998703219
975,0.53872567229302
978,0.577677487602285
980,0.0765460758154316
983,0.155031325719651
989,0.687524071159627
990,0.182284714606478
991,0.687524071159627
997,0.0313084462560621
999,0.193117659201017
1004,0.398554982680298
1005,0.444325474873764
1008,0.268331719012113
1009,0.518228513309723
1013,0.334552769303864
1017,0.452340332647783
1021,0.153266399316058
1028,0.36438643778756
1029,0.219554791435176
1038,0.191486327960193
1043,0.461221421176638
1046,0.493602160558993
1047,0.658924557934745
1050,0.36438643778756
1058,0.452340332647783
1060,0.348689477161953
1062,0.698602214929837
1070,0.245245289489157
1072,0.375379684289951
1079,0.112795473394385
1093,0.138434560929962
1094,0.129833175897806
1096,0.405720710435534
1099,0.292934063593328
1104,0.158931782849177
1106,0.243483168024642
1111,0.552610000771903
1114,0.484694837882244
1120,0.279997232680104
1121,0.150623760407943
1124,0.682564548962799
1128,0.685842027681395
1129,0.511082636248868
1134,0.429810733048801
1137,0.680391068438027
1145,0.381201195293489
1148,0.526768198811588
1149,0.066290794037304
1151,0.567724562043259
1152,0.694002183468551
1156,0.536334488081297
1161,0.0164896195688703
1164,0.357149776224714
1171,0.0463443123354062
1177,0.602436912806294
1181,0.24860838983821
1187,0.38200175311082
1188,0.20244319069928
1193,0.141034766505402
1202,0.442575646818944
1205,0.248212155017953
1209,0.102321672592551
1225,0.657288152437139
1227,0.222368752925431
1230,0.230128573866309
1231,0.484694837882244
1232,0.493987633230835
1233,0.148676347453141
1236,0.259347305068691
1237,0.443406095202573
1242,0.687122675921156
1247,0.207059175855298
1256,0.147052680049645
1257,0.342052121392313
1262,0.417394412246258
1266,0.419894999867361
1269,0.123793586617091
1271,0.106838861603268
1272,0.308522146266821
1281,0.0797363006885179
1284,0.0539100347042077
1285,0.0411733420315758
1291,0.0502499569281244
1294,0.15705101641994
1301,0.283503542073346
1303,0.266771459226036
1306,0.380873440306722
1307,0.499970873352952
1312,0.308522146266821
1322,0.214147958503139
1326,0.546128901857287
1327,0.248212155017953
1334,0.0223809685015313
1336,0.417394412246258
1343,0.0897434240348099
1347,0.0244800334212756
1348,0.0900762362678876
1360,0.419894999867361
1365,0.189811357726669
1369,0.407935225291777
1375,0.279978861913058
1376,0.0995976898656561
1377,0.145225409280569
1378,0.145225409280569
1383,0.0301849344635274
1384,0.454725408695427
1390,0.268002412717177
1394,0.144665419713811
1397,0.26836884516877
1398,0.0642162193513063
1401,0.0642162193513063
1402,0.165350123189573
1404,0.0383242763461513
1405,0.178453881569556
1407,0.348689477161953
1409,0.312313831257511
1410,0.00964027594626228
1411,0.550963545863201
1416,0.0679119612153812
1421,0.419894999867361
1422,0.419894999867361
1428,0.0286233272087109
1432,0.0413260422279577
1433,0.0413260422279577
1436,0.564335016650964
1441,0.131750758315389
1444,0.113119636482429
1449,0.403327797563749
1450,0.298362977986483
1451,0.185439919990589
1462,0.0389476293968082
1466,0.175987541790147
1468,0.117929334774952
1470,0.186311220316801
1471,0.293689513974265
1473,0.338648853199201
1478,0.378768037733669
1492,0.150499361161708
1496,0.381201195293489
1497,0.24543611373404
1503,0.403327797563749
1504,0.059655813110937
1505,0.594363784727622
1506,0.116679776185763
1514,0.298699270223297
1516,0.246843612674823
1524,0.103425260903055
1530,0.390252128549884
